SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,BuildingNumber,School,GradeTested,ELATotalTestedNotTested,ELATotalTested,ELAMetStandardIncludingPrevPass,ELAPercentMetStandardIncludingPrevPass,ELAMetStandardWithoutPrevPass,ELAPercentMetStandardWithoutPrevPass,ELAPercentMetStandardExcludingNoScore,ELALevel1,ELAPercentLevel1,ELALevel2,ELAPercentLevel2,ELALevelBasic,ELAPercentLevelBasic,ELALevel3,ELAPercentLevel3,ELALevel4,ELAPercentLevel4,ELANoScore,ELAPercentNoScore,ELANotMet,ELAPercentNotMet,ELAExcusedAbsence,ELAExempted,ELAWAASPORT,ELAWAASDAPE,MathTotalTestedNotTested,MathTotalTested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,ELALevelIndex,MathLevelIndex
2014-15,Educational Service District 101,01,Adams,01109,Washtucna School District,3075,Washtucna Elementary/High School,3,1,1,1,100,1,100,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,,,,,1,1,1,100,1,100,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,,,,,3,3
2014-15,Educational Service District 101,01,Adams,01109,Washtucna School District,3075,Washtucna Elementary/High School,4,3,3,2,66.59,2,66.59,66.7,0,0,1,33.29,0,0,2,66.59,0,0,0,0,1,33.29,,,,,3,3,3,100,3,100,100,0,0,0,0,0,0,2,66.59,1,33.29,0,0,0,0,,,,,2.66,3.33
2014-15,Educational Service District 101,01,Adams,01109,Washtucna School District,3075,Washtucna Elementary/High School,5,5,5,3,60,3,60,60,0,0,2,40,0,0,3,60,0,0,0,0,2,40,,,,,5,5,3,60,3,60,60,0,0,2,40,0,0,1,20,2,40,0,0,2,40,,,,,2.6,3
2014-15,Educational Service District 101,01,Adams,01109,Washtucna School District,3075,Washtucna Elementary/High School,6,7,6,5,71.4,5,71.4,83.3,0,0,1,14.19,0,0,5,71.4,0,0,1,14.19,2,28.5,,,,,7,6,1,14.19,1,14.19,16.7,1,14.19,4,57.1,0,0,0,0,1,14.19,1,14.19,6,85.7,,,,,2.43,1.85
2014-15,Educational Service District 101,01,Adams,01109,Washtucna School District,3075,Washtucna Elementary/High School,7,2,2,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,2,100,,,,,2,2,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,2,100,,,,,2,2
2014-15,Educational Service District 101,01,Adams,01109,Washtucna School District,3075,Washtucna Elementary/High School,8,3,2,1,33.29,1,33.29,50,0,0,1,33.29,0,0,0,0,1,33.29,1,33.29,2,66.59,,3,,,3,2,0,0,0,0,0,1,33.29,1,33.29,0,0,0,0,0,0,1,33.29,3,100,,3,,,2,1
2014-15,Educational Service District 101,01,Adams,01109,Washtucna School District,3075,Washtucna Elementary/High School,11,3,3,3,100,3,100,100,0,0,0,0,0,0,3,100,0,0,0,0,0,0,,,,,3,3,0,0,0,0,0,2,66.59,1,33.29,0,0,0,0,0,0,0,0,3,100,,,,,3,1.33
2014-15,Educational Service District 101,01,Adams,01122,Benge School District,3142,Benge Elementary,3,1,1,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,1,100,,,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,1,0
2014-15,Educational Service District 101,01,Adams,01122,Benge School District,3142,Benge Elementary,4,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,0,0
2014-15,Educational Service District 101,01,Adams,01122,Benge School District,3142,Benge Elementary,5,1,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,,,,,1,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,,,,,2,2
2014-15,Educational Service District 101,01,Adams,01122,Benge School District,3142,Benge Elementary,6,3,2,2,66.59,2,66.59,100,0,0,0,0,0,0,2,66.59,0,0,1,33.29,1,33.29,,,,,3,2,2,66.59,2,66.59,100,0,0,0,0,0,0,1,33.29,1,33.29,1,33.29,1,33.29,,,,,2,2.33
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,2902,Lutacaga Elementary,3,87,85,22,25.19,22,25.19,25.9,42,48.2,21,24.1,0,0,14,16,8,9.09,2,2.2,65,74.7,,2,5,,87,85,34,39,34,39,40,29,33.29,22,25.19,0,0,22,25.19,12,13.69,2,2.2,53,60.89,,1,5,,1.81,2.14
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,2902,Lutacaga Elementary,4,87,87,30,34.39,30,34.39,34.5,43,49.39,14,16,0,0,20,22.89,10,11.4,0,0,57,65.5,,2,2,,87,87,34,39,34,39,39.1,30,34.39,23,26.39,0,0,21,24.1,13,14.9,0,0,53,60.89,,2,2,,1.96,2.19
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,2902,Lutacaga Elementary,5,70,70,30,42.79,30,42.79,42.9,24,34.2,16,22.8,0,0,21,30,9,12.8,0,0,40,57.1,,1,4,,70,70,35,50,35,50,50,20,28.5,15,21.39,0,0,17,24.19,18,25.69,0,0,35,50,,1,4,,2.21,2.47
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,2961,Hiawatha Elementary School,3,91,89,17,18.6,17,18.6,19.1,46,50.5,26,28.5,0,0,8,8.69,9,9.8,2,2.1,74,81.29,,,,,89,89,25,28,25,28,28.1,38,42.6,26,29.19,0,0,16,17.89,9,10.09,0,0,64,71.9,,2,,,1.73,1.95
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,2961,Hiawatha Elementary School,4,84,83,23,27.3,23,27.3,27.7,42,50,18,21.39,0,0,16,19,7,8.3,1,1.1,61,72.59,,5,,,84,83,41,48.79,41,48.79,49.4,14,16.6,28,33.29,0,0,31,36.89,10,11.9,1,1.1,43,51.1,,5,,,1.83,2.41
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,2961,Hiawatha Elementary School,5,75,75,25,33.29,25,33.29,33.3,27,36,23,30.6,0,0,17,22.6,8,10.59,0,0,50,66.59,,2,,,74,74,22,29.69,22,29.69,29.7,26,35.1,26,35.1,0,0,15,20.19,7,9.4,0,0,52,70.2,,2,,,2.07,2.03
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,3015,Othello High School,3,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,0,0
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,3015,Othello High School,11,228,199,106,46.39,106,46.39,53.3,33,14.4,60,26.3,0,0,67,29.3,39,17.1,29,12.69,122,53.5,,15,,,227,170,50,22,50,22,29.4,78,34.29,42,18.5,0,0,38,16.69,12,5.2,57,25.1,177,77.9,,15,,,2.23,1.42
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,3471,McFarland Middle School,6,299,299,97,32.39,97,32.39,32.4,114,38.1,88,29.39,4,1.3,70,23.39,23,7.59,0,0,202,67.5,,11,5,,298,298,64,21.39,64,21.39,21.5,143,47.89,91,30.5,1,0.3,31,10.4,32,10.69,0,0,234,78.5,,11,5,,1.97,1.83
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,3471,McFarland Middle School,7,288,287,124,43,124,43,43.2,86,29.8,77,26.69,1,0.3,89,30.89,34,11.8,1,0.3,164,56.89,1,15,1,,289,288,104,35.89,104,35.89,36.1,101,34.89,83,28.69,0,0,60,20.69,44,15.19,1,0.3,185,64,1,14,1,,2.23,2.15
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,3471,McFarland Middle School,8,277,276,124,44.7,124,44.7,44.9,59,21.19,93,33.5,6,2.1,87,31.39,31,11.09,1,0.3,153,55.2,,9,1,,272,271,113,41.5,113,41.5,41.7,93,34.1,65,23.8,1,0.3,44,16.1,68,25,1,0.3,159,58.39,,14,,,2.27,2.3
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,3730,Scootney Springs Elementary,3,86,86,38,44.1,38,44.1,44.2,34,39.5,14,16.19,0,0,16,18.6,22,25.5,0,0,48,55.79,,8,,,86,86,44,51.1,44,51.1,51.2,23,26.69,19,22,0,0,28,32.5,16,18.6,0,0,42,48.79,,7,,,2.3,2.43
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,3730,Scootney Springs Elementary,4,91,91,38,41.7,38,41.7,41.8,30,32.89,23,25.19,0,0,19,20.8,19,20.8,0,0,53,58.2,,2,,,91,91,45,49.39,45,49.39,49.5,20,21.89,26,28.5,0,0,25,27.39,20,21.89,0,0,46,50.5,,2,,,2.29,2.49
2014-15,Educational Service District 123,01,Adams,01147,Othello School District,3730,Scootney Springs Elementary,5,74,74,30,40.5,30,40.5,40.5,30,40.5,14,18.89,0,0,21,28.3,9,12.09,0,0,44,59.39,,2,,,74,74,28,37.79,28,37.79,37.8,28,37.79,18,24.3,0,0,15,20.19,13,17.5,0,0,46,62.1,,2,,,2.12,2.17
2014-15,Educational Service District 101,01,Adams,01158,Lind School District,2903,Lind-Ritzville High School,11,12,8,5,41.6,5,41.6,62.5,1,8.3,2,16.6,0,0,3,25,2,16.6,4,33.29,7,58.29,,3,,,12,9,1,8.3,1,8.3,11.1,5,41.6,3,25,0,0,1,8.3,0,0,3,25,11,91.59,,3,,,1.83,1.17
2014-15,Educational Service District 101,01,Adams,01158,Lind School District,3421,Lind Elementary School,3,10,10,5,50,5,50,50,3,30,2,20,0,0,3,30,2,20,0,0,5,50,,1,,,10,10,6,60,6,60,60,2,20,2,20,0,0,5,50,1,10,0,0,4,40,,1,,,2.4,2.5
2014-15,Educational Service District 101,01,Adams,01158,Lind School District,3421,Lind Elementary School,4,12,12,8,66.59,8,66.59,66.7,4,33.29,0,0,0,0,4,33.29,4,33.29,0,0,4,33.29,,,,,11,10,3,27.19,3,27.19,30,3,27.19,4,36.29,0,0,3,27.19,0,0,1,9,8,72.7,,1,,,2.66,1.81
2014-15,Educational Service District 101,01,Adams,01158,Lind School District,3421,Lind Elementary School,5,15,15,7,46.6,7,46.6,46.7,4,26.6,4,26.6,0,0,4,26.6,3,20,0,0,8,53.29,,,,,15,15,4,26.6,4,26.6,26.7,6,40,5,33.29,0,0,1,6.59,3,20,0,0,11,73.29,,,,,2.4,2.06
2014-15,Educational Service District 101,01,Adams,01160,Ritzville School District,2132,Ritzville High School,11,30,20,14,46.6,14,46.6,70,2,6.59,4,13.3,0,0,7,23.3,7,23.3,10,33.29,16,53.29,,3,,,30,25,9,30,9,30,36,4,13.3,12,40,0,0,6,20,3,10,5,16.6,21,70,,3,,,1.96,1.93
2014-15,Educational Service District 101,01,Adams,01160,Ritzville School District,2719,Ritzville Grade School,3,29,29,19,65.5,19,65.5,65.5,5,17.19,5,17.19,0,0,10,34.39,9,31,0,0,10,34.39,,1,,,29,29,14,48.2,14,48.2,48.3,3,10.3,12,41.29,0,0,8,27.5,6,20.6,0,0,15,51.7,,1,,,2.79,2.58
2014-15,Educational Service District 101,01,Adams,01160,Ritzville School District,2719,Ritzville Grade School,4,19,19,15,78.9,15,78.9,78.9,4,21,0,0,0,0,10,52.6,5,26.3,0,0,4,21,,1,,,19,19,12,63.1,12,63.1,63.2,2,10.5,5,26.3,0,0,9,47.29,3,15.69,0,0,7,36.79,,2,,,2.84,2.68
2014-15,Educational Service District 101,01,Adams,01160,Ritzville School District,2719,Ritzville Grade School,5,21,20,14,66.59,14,66.59,70,2,9.5,4,19,0,0,6,28.5,8,38,1,4.7,7,33.29,,1,,,21,20,11,52.29,11,52.29,55,0,0,9,42.79,0,0,4,19,7,33.29,1,4.7,10,47.6,,1,,,2.85,2.76
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,1617,Educational Opportunity Center,11,36,24,12,33.29,12,33.29,50,8,22.19,4,11.09,1,2.7,9,25,2,5.5,12,33.29,24,66.59,1,20,,,37,26,4,10.8,4,10.8,15.4,19,51.29,3,8.09,0,0,4,10.8,0,0,11,29.69,33,89.09,,20,,,1.41,1
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2299,Charles Francis Adams High School,7,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2299,Charles Francis Adams High School,11,177,165,84,47.39,84,47.39,50.9,42,23.69,39,22,1,0.5,54,30.5,29,16.3,12,6.7,93,52.5,1,5,,,178,170,68,38.2,68,38.2,40,54,30.3,48,26.89,0,0,50,28,18,10.09,8,4.4,110,61.7,,8,,,2.24,2.08
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2501,Lincoln Middle School,7,207,206,138,66.59,138,66.59,67,34,16.39,34,16.39,3,1.39,105,50.7,30,14.4,1,0.4,69,33.29,,9,2,,207,205,87,42,87,42,42.4,59,28.5,59,28.5,0,0,62,29.89,25,12,2,0.9,120,57.89,,9,2,,2.59,2.23
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2501,Lincoln Middle School,8,165,164,103,62.39,103,62.39,62.8,18,10.9,43,26,5,3,65,39.29,33,20,1,0.6,62,37.5,,13,1,,163,163,77,47.2,77,47.2,47.2,51,31.19,35,21.39,1,0.6,40,24.5,36,22,0,0,86,52.7,,16,1,,2.61,2.35
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2823,Parkway Elementary,3,48,46,19,39.5,19,39.5,41.3,17,35.39,10,20.8,0,0,14,29.1,5,10.4,2,4.09,29,60.39,,1,2,,48,48,17,35.39,17,35.39,35.4,16,33.29,15,31.19,0,0,11,22.89,6,12.5,0,0,31,64.5,,1,2,,2.06,2.14
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2823,Parkway Elementary,4,50,48,18,36,18,36,37.5,20,40,10,20,0,0,9,18,9,18,2,4,32,64,,1,2,,50,49,16,32,16,32,32.7,9,18,24,48,0,0,8,16,8,16,1,2,34,68,,1,2,,2.06,2.26
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2823,Parkway Elementary,5,46,46,20,43.39,20,43.39,43.5,15,32.6,11,23.89,0,0,11,23.89,9,19.5,0,0,26,56.5,,4,3,,46,45,12,26,12,26,26.7,19,41.29,14,30.39,0,0,6,13,6,13,1,2.1,34,73.9,,4,3,,2.3,1.93
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2823,Parkway Elementary,6,50,49,24,48,24,48,49,6,12,19,38,0,0,21,42,3,6,1,2,26,52,,3,,,49,49,14,28.5,14,28.5,28.6,14,28.5,21,42.79,0,0,11,22.39,3,6.09,0,0,35,71.4,,4,,,2.38,2.06
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2962,Grantham Elementary,3,45,45,20,44.39,20,44.39,44.4,20,44.39,5,11.09,0,0,12,26.6,8,17.69,0,0,25,55.5,,1,,,45,44,13,28.8,13,28.8,29.5,15,33.29,16,35.5,0,0,8,17.69,5,11.09,1,2.2,32,71.09,,1,,,2.17,2.02
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2962,Grantham Elementary,4,34,34,13,38.2,13,38.2,38.2,12,35.2,9,26.39,0,0,10,29.39,3,8.8,0,0,21,61.7,,1,,,34,27,11,32.29,11,32.29,40.7,1,2.89,15,44.1,0,0,8,23.5,3,8.8,7,20.5,23,67.59,,1,,,2.11,1.97
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2962,Grantham Elementary,5,26,26,11,42.29,11,42.29,42.3,6,23,9,34.6,0,0,8,30.69,3,11.5,0,0,15,57.6,,4,,,25,24,11,44,11,44,45.8,5,20,8,32,0,0,9,36,2,8,1,4,14,56,,5,,,2.3,2.24
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,2962,Grantham Elementary,6,28,28,15,53.5,15,53.5,53.6,10,35.7,3,10.69,0,0,11,39.2,4,14.19,0,0,13,46.39,,,,,28,28,13,46.39,13,46.39,46.4,8,28.5,7,25,0,0,8,28.5,5,17.8,0,0,15,53.5,,,,,2.31,2.35
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,3266,Highland Elementary,3,51,49,23,45,23,45,46.9,11,21.5,15,29.39,0,0,17,33.29,6,11.69,2,3.89,28,54.89,,1,,,50,49,19,38,19,38,38.8,7,14,23,46,0,0,15,30,4,8,1,2,31,62,,1,,,2.27,2.28
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,3266,Highland Elementary,4,46,46,22,47.79,22,47.79,47.8,7,15.19,17,36.89,0,0,19,41.29,3,6.5,0,0,24,52.1,,4,,,46,46,22,47.79,22,47.79,47.8,3,6.5,21,45.6,0,0,15,32.6,7,15.19,0,0,24,52.1,,4,,,2.39,2.56
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,3266,Highland Elementary,5,52,52,22,42.29,22,42.29,42.3,18,34.6,12,23,0,0,19,36.5,3,5.7,0,0,30,57.6,,2,,,52,52,19,36.5,19,36.5,36.5,19,36.5,14,26.89,0,0,6,11.5,13,25,0,0,33,63.39,,2,,,2.13,2.25
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,3266,Highland Elementary,6,48,48,19,39.5,19,39.5,39.6,11,22.89,18,37.5,0,0,14,29.1,5,10.4,0,0,29,60.39,,1,,,48,48,12,25,12,25,25,24,50,12,25,0,0,6,12.5,6,12.5,0,0,36,75,,1,,,2.27,1.88
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,3616,Special Services,3,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,100,2,100,,1,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,100,2,100,,1,,,0,0
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,3616,Special Services,8,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,0,0
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,4384,Heights Elementary,3,67,67,44,65.59,44,65.59,65.7,7,10.4,16,23.8,1,1.39,17,25.3,26,38.79,0,0,23,34.29,,2,1,,67,67,46,68.59,46,68.59,68.7,6,8.9,15,22.3,0,0,23,34.29,23,34.29,0,0,21,31.3,,2,1,,2.89,2.94
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,4384,Heights Elementary,4,50,49,32,64,32,64,65.3,5,10,12,24,0,0,12,24,20,40,1,2,18,36,,2,3,,48,48,30,62.5,30,62.5,62.5,2,4.09,16,33.29,0,0,19,39.5,11,22.89,0,0,18,37.5,,2,5,,2.9,2.81
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,4384,Heights Elementary,5,57,57,42,73.59,42,73.59,73.7,6,10.5,9,15.69,0,0,26,45.6,16,28,0,0,15,26.3,,1,1,,57,57,40,70.09,40,70.09,70.2,7,12.19,10,17.5,0,0,14,24.5,26,45.6,0,0,17,29.8,,1,1,,2.91,3.03
2014-15,Educational Service District 123,02,Asotin,02250,Clarkston School District,4384,Heights Elementary,6,51,51,36,70.5,36,70.5,70.6,3,5.79,12,23.5,2,3.89,22,43.1,12,23.5,0,0,15,29.39,,3,,,51,51,28,54.89,28,54.89,54.9,6,11.69,17,33.29,1,1.89,13,25.39,14,27.39,0,0,23,45,,3,,,2.76,2.64
2014-15,Educational Service District 123,02,Asotin,02420,Asotin-Anatone School District,2434,Asotin Jr Sr High,6,55,55,29,52.7,29,52.7,52.7,9,16.3,17,30.89,1,1.8,23,41.79,5,9,0,0,26,47.2,,1,,,55,55,31,56.29,31,56.29,56.4,9,16.3,15,27.19,1,1.8,16,29,14,25.39,0,0,24,43.6,,1,,,2.39,2.59
2014-15,Educational Service District 123,02,Asotin,02420,Asotin-Anatone School District,2434,Asotin Jr Sr High,7,49,48,33,67.29,33,67.29,68.8,6,12.19,9,18.3,3,6.09,21,42.79,9,18.3,1,2,16,32.6,,1,,,49,48,30,61.2,30,61.2,62.5,7,14.19,11,22.39,1,2,14,28.5,15,30.6,1,2,19,38.7,,1,,,2.5,2.67
2014-15,Educational Service District 123,02,Asotin,02420,Asotin-Anatone School District,2434,Asotin Jr Sr High,8,57,57,37,64.9,37,64.9,64.9,2,3.5,18,31.5,2,3.5,25,43.79,10,17.5,0,0,20,35,,1,,,57,57,34,59.6,34,59.6,59.6,4,7,19,33.29,1,1.7,11,19.19,22,38.5,0,0,23,40.29,,1,,,2.68,2.85
2014-15,Educational Service District 123,02,Asotin,02420,Asotin-Anatone School District,2434,Asotin Jr Sr High,11,44,41,31,70.4,31,70.4,75.6,3,6.79,7,15.9,1,2.2,15,34,15,34,3,6.79,13,29.5,1,5,,,45,41,16,35.5,16,35.5,39,14,31.1,11,24.39,0,0,6,13.3,10,22.19,4,8.8,29,64.4,1,4,,,2.77,2.09
2014-15,Educational Service District 123,02,Asotin,02420,Asotin-Anatone School District,2507,Asotin Elementary,3,44,42,27,61.29,27,61.29,64.3,3,6.79,12,27.19,0,0,12,27.19,15,34,2,4.5,17,38.6,,2,,,44,42,30,68.09,30,68.09,71.4,1,2.2,11,25,0,0,16,36.29,14,31.8,2,4.5,14,31.8,,2,,,2.79,2.88
2014-15,Educational Service District 123,02,Asotin,02420,Asotin-Anatone School District,2507,Asotin Elementary,4,50,50,25,50,25,50,50,15,30,10,20,0,0,14,28,11,22,0,0,25,50,,4,,,51,51,25,49,25,49,49,4,7.79,22,43.1,0,0,17,33.29,8,15.59,0,0,26,50.89,,3,,,2.42,2.56
2014-15,Educational Service District 123,02,Asotin,02420,Asotin-Anatone School District,2507,Asotin Elementary,5,56,56,35,62.5,35,62.5,62.5,5,8.9,16,28.5,0,0,22,39.2,13,23.19,0,0,21,37.5,,1,,,56,56,28,50,28,50,50,7,12.5,21,37.5,0,0,19,33.89,9,16,0,0,28,50,,1,,,2.76,2.53
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,1884,Legacy High School,7,10,5,0,0,0,0,0,2,20,3,30,0,0,0,0,0,0,5,50,10,100,,,,,11,7,0,0,0,0,0,5,45.39,2,18.1,0,0,0,0,0,0,4,36.29,11,100,,,,,0.8,0.82
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,1884,Legacy High School,8,9,6,2,22.19,2,22.19,33.3,2,22.19,2,22.19,0,0,2,22.19,0,0,3,33.29,7,77.7,,6,,,10,6,0,0,0,0,0,4,40,2,20,0,0,0,0,0,0,4,40,10,100,,5,,,1.33,0.8
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,1884,Legacy High School,11,41,10,6,14.59,6,14.59,60,2,4.79,2,4.79,0,0,4,9.69,2,4.79,31,75.59,35,85.29,,41,,,42,9,1,2.29,1,2.29,11.1,7,16.6,1,2.29,0,0,1,2.29,0,0,33,78.5,41,97.59,,40,,,0.63,0.28
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,2824,Eastgate Elementary School,3,84,84,48,57.1,48,57.1,57.1,12,14.19,24,28.5,0,0,35,41.6,13,15.4,0,0,36,42.79,,6,,,85,85,56,65.79,56,65.79,65.9,7,8.19,22,25.8,0,0,44,51.7,12,14.09,0,0,29,34.1,,6,,,2.58,2.71
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,2824,Eastgate Elementary School,4,83,83,32,38.5,32,38.5,38.6,23,27.69,28,33.7,0,0,29,34.89,3,3.6,0,0,51,61.39,,7,1,,84,84,34,40.39,34,40.39,40.5,12,14.19,38,45.2,0,0,30,35.7,4,4.7,0,0,50,59.5,,6,1,,2.14,2.3
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,2824,Eastgate Elementary School,5,82,81,36,43.89,36,43.89,44.4,27,32.89,18,21.89,0,0,28,34.1,8,9.69,1,1.19,46,56,,6,,,81,80,24,29.6,24,29.6,30,23,28.3,33,40.7,0,0,14,17.19,10,12.3,1,1.19,57,70.29,,7,,,2.18,2.1
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,2825,Westgate Elementary School,3,77,73,18,23.3,18,23.3,24.7,41,53.2,14,18.1,0,0,12,15.5,6,7.7,4,5.09,59,76.59,1,9,4,,78,76,16,20.5,16,20.5,21.1,43,55.1,17,21.69,0,0,14,17.89,2,2.5,2,2.5,62,79.4,1,9,4,,1.67,1.62
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,2825,Westgate Elementary School,4,94,89,15,15.9,15,15.9,16.9,49,52.1,25,26.5,0,0,13,13.8,2,2.1,5,5.29,79,84,,5,1,,94,88,13,13.8,13,13.8,14.8,36,38.2,39,41.39,0,0,12,12.69,1,1,6,6.29,81,86.09,,5,1,,1.55,1.63
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,2825,Westgate Elementary School,5,76,73,9,11.8,9,11.8,12.3,46,60.5,18,23.6,0,0,8,10.5,1,1.3,3,3.89,67,88.09,,9,5,,75,72,3,4,3,4,4.2,53,70.59,16,21.3,0,0,3,4,0,0,3,4,72,96,,10,5,,1.44,1.25
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,2826,Kennewick High School,11,310,81,35,11.19,35,11.19,43.2,20,6.4,26,8.3,0,0,20,6.4,15,4.79,229,73.79,275,88.7,,46,,,310,20,6,1.89,6,1.89,30,7,2.2,7,2.2,0,0,2,0.6,4,1.19,290,93.5,304,98,,46,,,0.61,0.13
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3077,Hawthorne Elementary School - Kennewick,3,88,88,47,53.39,47,53.39,53.4,20,22.69,21,23.8,0,0,23,26.1,24,27.19,0,0,41,46.5,,7,5,,88,88,34,38.6,34,38.6,38.6,26,29.5,28,31.8,0,0,25,28.39,9,10.19,0,0,54,61.29,,7,5,,2.57,2.19
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3077,Hawthorne Elementary School - Kennewick,4,70,68,38,54.2,38,54.2,55.9,12,17.1,18,25.69,0,0,17,24.19,21,30,2,2.79,32,45.7,,5,,,70,69,28,40,28,40,40.6,10,14.19,31,44.2,0,0,13,18.5,15,21.39,1,1.39,42,60,,5,,,2.61,2.44
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3077,Hawthorne Elementary School - Kennewick,5,73,73,41,56.1,41,56.1,56.2,16,21.89,16,21.89,1,1.3,29,39.7,11,15,0,0,32,43.79,,3,,,73,73,29,39.7,29,39.7,39.7,21,28.69,23,31.5,0,0,16,21.89,13,17.8,0,0,44,60.2,,4,,,2.45,2.29
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3144,Washington Elementary School,3,89,88,31,34.79,31,34.79,35.2,27,30.3,30,33.7,1,1.1,18,20.19,12,13.4,1,1.1,58,65.09,,3,3,,90,89,43,47.7,43,47.7,48.3,16,17.69,30,33.29,1,1.1,33,36.6,9,10,1,1.1,47,52.2,,3,3,,2.12,2.34
2014-15,Educational Service District 123,03,Benton,03017,Kennewick School District,3144,Washington Elementary School,4,86,84,48,55.79,48,55.79,57.1,17,19.69,19,22,0,0,23,26.69,25,29,2,2.29,38,44.1,,3,2,,86,83,61,70.9,61,70.9,73.5,10,11.59,12,13.9,0,0,28,32.5,33,38.29,3,3.39,25,29,,3,2,,2.6,2.9
