SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,BuildingNumber,School,GradeTested,ELATotalTestedNotTested,ELATotalTested,ELAMetStandardIncludingPrevPass,ELAPercentMetStandardIncludingPrevPass,ELAMetStandardWithoutPrevPass,ELAPercentMetStandardWithoutPrevPass,ELAPercentMetStandardExcludingNoScore,ELALevel1,ELAPercentLevel1,ELALevel2,ELAPercentLevel2,ELALevelBasic,ELAPercentLevelBasic,ELALevel3,ELAPercentLevel3,ELALevel4,ELAPercentLevel4,ELANoScore,ELAPercentNoScore,ELANotMet,ELAPercentNotMet,ELAExcusedAbsence,ELAExempted,ELAWAASPORT,ELAWAASDAPE,MathTotalTestedNotTested,MathTotalTested,MathMetStandardIncludingPrevPass,MathPercentMetStandardIncludingPrevPass,MathMetStandardWithoutPrevPass,MathPercentMetStandardWithoutPrevPass,MathPercentMetStandardExcludingNoScore,MathLevel1,MathPercentLevel1,MathLevel2,MathPercentLevel2,MathLevelBasic,MathPercentLevelBasic,MathLevel3,MathPercentLevel3,MathLevel4,MathPercentLevel4,MathNoScore,MathPercentNoScore,MathNotMet,MathPercentNotMet,MathExcusedAbsence,MathExempted,MathWAASPORT,MathWAASDAPE,ELALevelIndex,MathLevelIndex
2014-15,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,4213,Bridgeport Middle School,7,60,58,24,40,24,40,41.4,19,31.6,15,25,0,0,20,33.29,4,6.59,2,3.29,36,60,,4,,,61,61,17,27.8,17,27.8,27.9,19,31.1,25,40.89,0,0,12,19.6,5,8.09,0,0,44,72.09,,3,,,2.08,2.04
2014-15,North Central Educational Service District 171,09,Douglas,09075,Bridgeport School District,4213,Bridgeport Middle School,8,61,61,23,37.7,23,37.7,37.7,17,27.8,21,34.39,0,0,18,29.5,5,8.09,0,0,38,62.2,,5,,,61,60,14,22.89,14,22.89,23.3,28,45.89,18,29.5,0,0,7,11.4,7,11.4,1,1.6,47,77,,5,,,2.17,1.85
2014-15,North Central Educational Service District 171,09,Douglas,09102,Palisades School District,2502,Palisades Elementary School,3,3,3,0,0,0,0,0,3,100,0,0,0,0,0,0,0,0,0,0,3,100,,,,,2,2,0,0,0,0,0,1,50,1,50,0,0,0,0,0,0,0,0,2,100,,,,,1,1.5
2014-15,North Central Educational Service District 171,09,Douglas,09102,Palisades School District,2502,Palisades Elementary School,4,10,10,3,30,3,30,30,5,50,2,20,0,0,2,20,1,10,0,0,7,70,,,,,10,10,2,20,2,20,20,3,30,5,50,0,0,2,20,0,0,0,0,8,80,,,,,1.9,1.9
2014-15,North Central Educational Service District 171,09,Douglas,09102,Palisades School District,2502,Palisades Elementary School,5,2,2,2,100,2,100,100,0,0,0,0,0,0,2,100,0,0,0,0,0,0,,1,,,2,2,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,2,100,,1,,,3,2
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,2563,Rock Island Elementary,3,54,54,16,29.6,16,29.6,29.6,25,46.2,13,24,0,0,7,12.9,9,16.6,0,0,38,70.29,,1,,,55,55,17,30.89,17,30.89,30.9,18,32.7,20,36.29,1,1.8,11,20,5,9,0,0,38,69,,1,,,1.99,2.01
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,2563,Rock Island Elementary,4,45,45,26,57.7,26,57.7,57.8,10,22.19,9,20,0,0,10,22.19,16,35.5,0,0,19,42.2,,2,,,45,45,25,55.5,25,55.5,55.6,4,8.8,16,35.5,0,0,19,42.2,6,13.3,0,0,20,44.39,,2,,,2.71,2.6
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,2727,Eastmont Senior High,11,450,38,13,2.79,13,2.79,34.2,21,4.59,4,0.8,1,0.2,8,1.7,4,0.8,412,91.5,437,97.09,,35,,,450,19,5,1.1,5,1.1,26.3,9,2,5,1.1,0,0,3,0.6,2,0.4,431,95.7,445,98.79,,36,,,0.14,0.08
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,2966,Grant Elementary School,3,99,97,61,61.6,61,61.6,62.9,10,10.09,26,26.19,0,0,27,27.19,34,34.29,2,2,38,38.29,,1,,,98,97,68,69.29,68,69.29,70.1,9,9.09,20,20.39,0,0,32,32.6,36,36.7,1,1,30,30.6,,2,,,2.81,2.94
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,2966,Grant Elementary School,4,85,85,45,52.89,45,52.89,52.9,18,21.1,22,25.8,0,0,22,25.8,23,27,0,0,40,47,,1,,,85,85,38,44.7,38,44.7,44.7,22,25.8,25,29.39,0,0,23,27,15,17.6,0,0,47,55.2,,1,,,2.58,2.36
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3083,Robert E Lee Elementary,3,88,88,54,61.29,54,61.29,61.4,16,18.1,18,20.39,0,0,29,32.89,25,28.39,0,0,34,38.6,,1,,,88,88,45,51.1,45,51.1,51.1,16,18.1,27,30.6,0,0,25,28.39,20,22.69,0,0,43,48.79,,2,,,2.71,2.55
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3083,Robert E Lee Elementary,4,90,89,57,63.29,57,63.29,64,16,17.69,16,17.69,0,0,34,37.7,23,25.5,1,1.1,33,36.6,,,,,90,88,44,48.79,44,48.79,50,16,17.69,28,31.1,0,0,28,31.1,16,17.69,2,2.2,46,51.1,,,,,2.68,2.44
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3212,Kenroy Elementary,3,88,86,50,56.79,50,56.79,58.1,18,20.39,18,20.39,3,3.39,22,25,25,28.39,2,2.2,38,43.1,,2,3,,88,86,49,55.6,49,55.6,57,16,18.1,21,23.8,1,1.1,32,36.29,16,18.1,2,2.2,39,44.29,,2,3,,2.5,2.47
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3212,Kenroy Elementary,4,79,78,41,51.79,41,51.79,52.6,13,16.39,24,30.3,0,0,22,27.8,19,24,1,1.19,38,48.1,,4,6,,79,78,39,49.29,39,49.29,50,12,15.09,27,34.1,0,0,27,34.1,12,15.09,1,1.19,40,50.6,,3,6,,2.56,2.46
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3372,Eastmont Junior High,8,450,444,217,48.2,217,48.2,48.9,100,22.19,127,28.19,4,0.8,153,34,60,13.3,6,1.3,233,51.7,,16,1,,451,442,170,37.6,170,37.6,38.5,157,34.79,115,25.39,1,0.2,88,19.5,81,17.89,9,1.89,281,62.29,,14,1,,2.34,2.16
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3372,Eastmont Junior High,11,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,0,0
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3659,Cascade Elementary,3,100,98,70,70,70,70,71.4,14,14,14,14,0,0,30,30,40,40,2,2,30,30,,2,,,100,98,54,54,54,54,55.1,14,14,30,30,0,0,30,30,24,24,2,2,46,46,,2,,,2.92,2.6
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3659,Cascade Elementary,4,88,87,53,60.2,53,60.2,60.9,13,14.69,21,23.8,0,0,21,23.8,32,36.29,1,1.1,35,39.7,,2,,,88,87,43,48.79,43,48.79,49.4,18,20.39,26,29.5,0,0,27,30.6,16,18.1,1,1.1,45,51.1,,2,,,2.79,2.44
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,4095,Sterling Intermediate School,3,22,22,7,31.8,7,31.8,31.8,9,40.89,6,27.19,0,0,4,18.1,3,13.59,0,0,15,68.09,,1,,,22,22,5,22.69,5,22.69,22.7,8,36.29,9,40.89,0,0,5,22.69,0,0,0,0,17,77.2,,1,,,2.04,1.86
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,4095,Sterling Intermediate School,4,29,29,19,65.5,19,65.5,65.5,6,20.6,4,13.69,0,0,9,31,10,34.39,0,0,10,34.39,,,,,29,29,15,51.7,15,51.7,51.7,4,13.69,10,34.39,0,0,7,24.1,8,27.5,0,0,14,48.2,,,,,2.79,2.65
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,4095,Sterling Intermediate School,5,225,224,136,60.39,136,60.39,60.7,42,18.6,46,20.39,0,0,78,34.6,58,25.69,1,0.4,89,39.5,,3,3,,225,224,98,43.5,98,43.5,43.8,54,24,72,32,0,0,53,23.5,45,20,1,0.4,127,56.39,,3,3,,2.66,2.39
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,4095,Sterling Intermediate School,6,252,247,141,55.89,141,55.89,57.1,54,21.39,52,20.6,0,0,86,34.1,55,21.8,5,1.89,111,44,,7,,,253,252,110,43.39,110,43.39,43.7,77,30.39,65,25.6,0,0,43,16.89,67,26.39,1,0.3,143,56.5,,6,,,2.52,2.38
2014-15,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,4095,Sterling Intermediate School,7,220,219,144,65.4,144,65.4,65.8,23,10.4,52,23.6,0,0,101,45.89,43,19.5,1,0.4,76,34.5,,3,2,,220,218,116,52.7,116,52.7,53.2,34,15.4,68,30.89,0,0,49,22.19,67,30.39,2,0.9,104,47.2,,3,2,,2.73,2.65
2014-15,North Central Educational Service District 171,09,Douglas,09207,Mansfield School District,2233,Mansfield Elem and High School,3,11,11,2,18.1,2,18.1,18.2,2,18.1,7,63.6,0,0,1,9,1,9,0,0,9,81.79,,,,,10,10,3,30,3,30,30,5,50,2,20,0,0,3,30,0,0,0,0,7,70,,,,,2.08,1.8
2014-15,North Central Educational Service District 171,09,Douglas,09207,Mansfield School District,2233,Mansfield Elem and High School,4,10,10,1,10,1,10,10,6,60,3,30,0,0,1,10,0,0,0,0,9,90,,,1,,10,10,0,0,0,0,0,7,70,3,30,0,0,0,0,0,0,0,0,10,100,,,1,,1.5,1.3
2014-15,North Central Educational Service District 171,09,Douglas,09207,Mansfield School District,2233,Mansfield Elem and High School,5,6,6,3,50,3,50,50,2,33.29,1,16.6,0,0,1,16.6,2,33.29,0,0,3,50,,1,,,6,6,1,16.6,1,16.6,16.7,3,50,2,33.29,0,0,1,16.6,0,0,0,0,5,83.29,,1,,,2.49,1.66
2014-15,North Central Educational Service District 171,09,Douglas,09207,Mansfield School District,2233,Mansfield Elem and High School,6,7,7,3,42.79,3,42.79,42.9,2,28.5,2,28.5,0,0,3,42.79,0,0,0,0,4,57.1,,,,,7,7,0,0,0,0,0,5,71.4,2,28.5,0,0,0,0,0,0,0,0,7,100,,,,,2.14,1.28
2014-15,North Central Educational Service District 171,09,Douglas,09207,Mansfield School District,2233,Mansfield Elem and High School,7,9,9,2,22.19,2,22.19,22.2,4,44.39,3,33.29,0,0,1,11.09,1,11.09,0,0,7,77.7,,,,,9,9,1,11.09,1,11.09,11.1,4,44.39,4,44.39,0,0,0,0,1,11.09,0,0,8,88.79,,,,,1.89,1.78
2014-15,North Central Educational Service District 171,09,Douglas,09207,Mansfield School District,2233,Mansfield Elem and High School,8,9,9,1,11.09,1,11.09,11.1,2,22.19,6,66.59,1,11.09,0,0,0,0,0,0,8,88.79,,,,,9,9,2,22.19,2,22.19,22.2,6,66.59,1,11.09,0,0,2,22.19,0,0,0,0,7,77.7,,,,,1.55,1.55
2014-15,North Central Educational Service District 171,09,Douglas,09207,Mansfield School District,2233,Mansfield Elem and High School,11,3,3,1,33.29,1,33.29,33.3,2,66.59,0,0,1,33.29,0,0,0,0,0,0,2,66.59,,3,,,3,3,0,0,0,0,0,2,66.59,1,33.29,0,0,0,0,0,0,0,0,3,100,,2,,,0.67,1.33
2014-15,North Central Educational Service District 171,09,Douglas,09209,Waterville School District,2161,Waterville Elementary,3,12,12,6,50,6,50,50,3,25,3,25,0,0,3,25,3,25,0,0,6,50,,1,,,14,14,7,50,7,50,50,2,14.19,5,35.7,0,0,6,42.79,1,7.09,0,0,7,50,,,,,2.5,2.42
2014-15,North Central Educational Service District 171,09,Douglas,09209,Waterville School District,2161,Waterville Elementary,4,16,15,5,31.19,5,31.19,33.3,6,37.5,4,25,0,0,2,12.5,3,18.69,1,6.2,11,68.7,,1,1,,16,14,2,12.5,2,12.5,14.3,5,31.19,7,43.7,0,0,1,6.2,1,6.2,2,12.5,14,87.5,,1,1,,2,1.62
2014-15,North Central Educational Service District 171,09,Douglas,09209,Waterville School District,2161,Waterville Elementary,5,17,17,5,29.39,5,29.39,29.4,5,29.39,7,41.1,0,0,2,11.69,3,17.6,0,0,12,70.5,,,,,17,17,2,11.69,2,11.69,11.8,7,41.1,8,47,0,0,0,0,2,11.69,0,0,15,88.2,,,,,2.17,1.82
2014-15,North Central Educational Service District 171,09,Douglas,09209,Waterville School District,2162,Waterville High School,6,19,19,10,52.6,10,52.6,52.6,6,31.5,3,15.69,0,0,10,52.6,0,0,0,0,9,47.29,,2,,,19,18,8,42.1,8,42.1,44.4,4,21,6,31.5,0,0,7,36.79,1,5.2,1,5.2,11,57.79,,2,,,2.21,2.15
2014-15,North Central Educational Service District 171,09,Douglas,09209,Waterville School District,2162,Waterville High School,7,16,16,8,50,8,50,50,3,18.69,5,31.19,0,0,7,43.7,1,6.2,0,0,8,50,,1,,,16,16,6,37.5,6,37.5,37.5,4,25,6,37.5,0,0,4,25,2,12.5,0,0,10,62.5,,1,,,2.37,2.25
2014-15,North Central Educational Service District 171,09,Douglas,09209,Waterville School District,2162,Waterville High School,8,29,27,14,48.2,14,48.2,51.9,4,13.69,9,31,0,0,14,48.2,0,0,2,6.79,15,51.7,,,,,29,28,6,20.6,6,20.6,21.4,12,41.29,10,34.39,0,0,4,13.69,2,6.79,1,3.39,23,79.29,,,,,2.2,1.78
2014-15,North Central Educational Service District 171,09,Douglas,09209,Waterville School District,2162,Waterville High School,11,32,29,13,40.6,13,40.6,44.8,5,15.59,11,34.29,0,0,12,37.5,1,3.1,3,9.3,19,59.29,,2,,,32,27,2,6.2,2,6.2,7.4,18,56.2,7,21.8,0,0,2,6.2,0,0,5,15.59,30,93.7,,2,,,2.09,1.18
2014-15,Educational Service District 101,10,Ferry,10003,Keller School District,2602,Keller Elementary School,3,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,100,2,100,,,,,2,2,1,50,1,50,50,1,50,0,0,0,0,1,50,0,0,0,0,1,50,,,,,0,2
2014-15,Educational Service District 101,10,Ferry,10003,Keller School District,2602,Keller Elementary School,4,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3,100,3,100,,,,,3,3,1,33.29,1,33.29,33.3,0,0,2,66.59,0,0,0,0,1,33.29,0,0,2,66.59,,,,,0,2.66
2014-15,Educational Service District 101,10,Ferry,10003,Keller School District,2602,Keller Elementary School,5,3,3,1,33.29,1,33.29,33.3,2,66.59,0,0,0,0,1,33.29,0,0,0,0,2,66.59,,,,,3,3,0,0,0,0,0,2,66.59,1,33.29,0,0,0,0,0,0,0,0,3,100,,,,,1.66,1.33
2014-15,Educational Service District 101,10,Ferry,10003,Keller School District,2602,Keller Elementary School,6,4,4,0,0,0,0,0,2,50,2,50,0,0,0,0,0,0,0,0,4,100,,,,,4,4,0,0,0,0,0,2,50,2,50,0,0,0,0,0,0,0,0,4,100,,,,,1.5,1.5
2014-15,Educational Service District 101,10,Ferry,10050,Curlew School District,2006,Curlew Elem & High School,3,15,15,8,53.29,8,53.29,53.3,2,13.3,5,33.29,0,0,4,26.6,4,26.6,0,0,7,46.6,,,,,15,15,8,53.29,8,53.29,53.3,2,13.3,5,33.29,0,0,6,40,2,13.3,0,0,7,46.6,,,,,2.66,2.53
2014-15,Educational Service District 101,10,Ferry,10050,Curlew School District,2006,Curlew Elem & High School,4,15,12,3,20,3,20,25,3,20,6,40,0,0,1,6.59,2,13.3,3,20,12,80,,2,,,15,15,5,33.29,5,33.29,33.3,0,0,10,66.59,0,0,2,13.3,3,20,0,0,10,66.59,,2,,,1.73,2.53
2014-15,Educational Service District 101,10,Ferry,10050,Curlew School District,2006,Curlew Elem & High School,5,14,14,5,35.7,5,35.7,35.7,1,7.09,8,57.1,0,0,2,14.19,3,21.39,0,0,9,64.2,,,,,14,14,2,14.19,2,14.19,14.3,7,50,5,35.7,0,0,2,14.19,0,0,0,0,12,85.7,,,,,2.49,1.64
2014-15,Educational Service District 101,10,Ferry,10050,Curlew School District,2006,Curlew Elem & High School,6,25,23,8,32,8,32,34.8,5,20,10,40,0,0,8,32,0,0,2,8,17,68,,2,,,25,21,7,28,7,28,33.3,5,20,9,36,0,0,7,28,0,0,4,16,18,72,,2,,,1.96,1.76
2014-15,Educational Service District 101,10,Ferry,10050,Curlew School District,2006,Curlew Elem & High School,7,12,12,7,58.29,7,58.29,58.3,2,16.6,3,25,0,0,6,50,1,8.3,0,0,5,41.6,,,,,12,12,8,66.59,8,66.59,66.7,1,8.3,3,25,0,0,4,33.29,4,33.29,0,0,4,33.29,,,,,2.5,2.91
2014-15,Educational Service District 101,10,Ferry,10050,Curlew School District,2006,Curlew Elem & High School,8,12,11,7,58.29,7,58.29,63.6,0,0,4,33.29,0,0,7,58.29,0,0,1,8.3,5,41.6,,1,1,,13,11,6,46.1,6,46.1,54.5,3,23,2,15.3,0,0,4,30.69,2,15.3,2,15.3,7,53.79,,1,,,2.41,2.07
2014-15,Educational Service District 101,10,Ferry,10050,Curlew School District,2006,Curlew Elem & High School,11,21,19,11,52.29,11,52.29,57.9,1,4.7,7,33.29,0,0,5,23.8,6,28.5,2,9.5,10,47.6,,1,,,20,18,5,25,5,25,27.8,7,35,6,30,0,0,0,0,5,25,2,10,15,75,,2,,,2.57,1.95
2014-15,Educational Service District 101,10,Ferry,10065,Orient School District,2136,Orient Elem,3,2,2,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,2,100,,1,,,2,2,0,0,0,0,0,1,50,1,50,0,0,0,0,0,0,0,0,2,100,,1,,,1,1.5
2014-15,Educational Service District 101,10,Ferry,10065,Orient School District,2136,Orient Elem,4,4,4,3,75,3,75,75,1,25,0,0,0,0,3,75,0,0,0,0,1,25,,1,,,4,4,0,0,0,0,0,1,25,3,75,0,0,0,0,0,0,0,0,4,100,,1,,,2.5,1.75
2014-15,Educational Service District 101,10,Ferry,10065,Orient School District,2136,Orient Elem,5,4,4,2,50,2,50,50,1,25,1,25,0,0,0,0,2,50,0,0,2,50,,,,,4,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,100,4,100,,,,,2.75,0
2014-15,Educational Service District 101,10,Ferry,10065,Orient School District,2136,Orient Elem,6,2,2,1,50,1,50,50,1,50,0,0,0,0,0,0,1,50,0,0,1,50,,,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,100,2,100,,,,,2.5,0
2014-15,Educational Service District 101,10,Ferry,10065,Orient School District,2136,Orient Elem,7,2,2,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,2,100,,,,,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,100,2,100,,,,,1,0
2014-15,Educational Service District 101,10,Ferry,10065,Orient School District,2136,Orient Elem,8,1,1,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,,,,,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,,,,,2,0
2014-15,Educational Service District 101,10,Ferry,10070,Inchelium School District,2603,Inchelium High School,11,16,15,5,31.19,5,31.19,33.3,5,31.19,5,31.19,0,0,4,25,1,6.2,1,6.2,11,68.7,,1,,,16,14,0,0,0,0,0,12,75,2,12.5,0,0,0,0,0,0,2,12.5,16,100,,1,,,1.93,1
2014-15,Educational Service District 101,10,Ferry,10309,Republic School District,2789,Republic Elementary School,3,25,24,9,36,9,36,37.5,7,28,8,32,0,0,6,24,3,12,1,4,16,64,,1,,,25,24,10,40,10,40,41.7,5,20,9,36,0,0,6,24,4,16,1,4,15,60,,1,,,2.12,2.28
2014-15,Educational Service District 101,10,Ferry,10309,Republic School District,2789,Republic Elementary School,4,26,25,9,34.6,9,34.6,36,8,30.69,8,30.69,0,0,7,26.89,2,7.59,1,3.79,17,65.29,,1,,,26,25,12,46.1,12,46.1,48,7,26.89,6,23,0,0,9,34.6,3,11.5,1,3.79,14,53.79,,1,,,2.03,2.23
2014-15,Educational Service District 101,10,Ferry,10309,Republic School District,2789,Republic Elementary School,5,29,28,15,51.7,15,51.7,53.6,5,17.19,8,27.5,0,0,10,34.39,5,17.19,1,3.39,14,48.2,,,,,29,28,9,31,9,31,32.1,8,27.5,11,37.89,0,0,5,17.19,4,13.69,1,3.39,20,68.9,,,,,2.44,2.1
2014-15,Educational Service District 101,10,Ferry,10309,Republic School District,2789,Republic Elementary School,6,17,17,7,41.1,7,41.1,41.2,1,5.79,9,52.89,0,0,3,17.6,4,23.5,0,0,10,58.79,,2,,,17,17,6,35.2,6,35.2,35.3,7,41.1,4,23.5,0,0,4,23.5,2,11.69,0,0,11,64.7,,2,,,2.58,2.05
2014-15,Educational Service District 101,10,Ferry,10309,Republic School District,3579,Republic Senior High School,11,25,23,9,36,9,36,39.1,6,24,8,32,0,0,5,20,4,16,2,8,16,64,,2,,,25,23,7,28,7,28,30.4,16,64,0,0,0,0,5,20,2,8,2,8,18,72,,2,,,2.12,1.56
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,2267,Mcloughlin Middle School,6,608,595,265,43.5,265,43.5,44.5,126,20.69,204,33.5,0,0,209,34.29,56,9.19,13,2.1,343,56.39,,21,9,,610,598,250,40.89,250,40.89,41.8,162,26.5,186,30.39,0,0,143,23.39,107,17.5,12,1.89,360,59,,19,9,,2.27,2.27
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,2267,Mcloughlin Middle School,7,566,561,281,49.6,281,49.6,50.1,132,23.3,148,26.1,0,0,201,35.5,80,14.09,5,0.8,285,50.29,,17,3,,566,561,241,42.5,241,42.5,43,142,25,178,31.39,0,0,139,24.5,102,18,5,0.8,325,57.39,,18,3,,2.38,2.33
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,2267,Mcloughlin Middle School,8,579,573,250,43.1,250,43.1,43.6,139,24,184,31.69,0,0,175,30.19,75,12.9,6,1,329,56.79,2,24,7,,578,575,220,38,220,38,38.3,195,33.7,160,27.6,0,0,99,17.1,121,20.89,3,0.5,358,61.89,3,23,7,,2.3,2.24
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,2790,Longfellow Elementary,3,115,114,10,8.59,10,8.59,8.8,85,73.9,19,16.5,0,0,9,7.79,1,0.8,1,0.8,105,91.29,,4,,,113,111,20,17.6,20,17.6,18,65,57.5,26,23,0,0,17,15,3,2.6,2,1.7,93,82.29,,7,,,1.33,1.59
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,2790,Longfellow Elementary,4,101,101,7,6.9,7,6.9,6.9,72,71.2,22,21.69,0,0,4,3.89,3,2.89,0,0,94,93,1,5,,,100,100,11,11,11,11,11,55,55,34,34,0,0,11,11,0,0,0,0,89,89,1,6,,,1.38,1.56
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,2790,Longfellow Elementary,5,77,76,9,11.59,9,11.59,11.8,53,68.79,14,18.1,0,0,9,11.59,0,0,1,1.19,68,88.29,,12,,,77,75,10,12.9,10,12.9,13.3,49,63.6,16,20.69,0,0,9,11.59,1,1.19,2,2.5,67,87,,12,,,1.4,1.45
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,2917,Pasco Senior High School,11,468,258,36,7.59,36,7.59,14,156,33.29,66,14.09,0,0,29,6.09,7,1.39,210,44.79,432,92.29,,57,1,,468,321,42,8.9,42,8.9,13.1,212,45.2,67,14.3,0,0,35,7.4,7,1.39,147,31.39,426,91,,56,1,,0.85,1.02
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,2967,Emerson Elementary,3,106,106,11,10.3,11,10.3,10.4,72,67.9,23,21.6,0,0,7,6.59,4,3.7,0,0,95,89.59,,10,,,110,110,18,16.3,18,16.3,16.4,63,57.2,29,26.3,0,0,15,13.59,3,2.7,0,0,92,83.59,,7,,,1.46,1.61
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,2967,Emerson Elementary,4,108,107,12,11.09,12,11.09,11.2,82,75.9,13,12,0,0,9,8.3,3,2.7,1,0.9,96,88.79,,10,,,107,106,21,19.6,21,19.6,19.8,44,41.1,41,38.29,0,0,19,17.69,2,1.8,1,0.9,86,80.29,,11,,,1.36,1.78
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,2967,Emerson Elementary,5,97,96,16,16.39,16,16.39,16.7,51,52.5,29,29.8,0,0,13,13.4,3,3,1,1,81,83.5,,4,,,98,96,13,13.19,13,13.19,13.5,50,51,33,33.6,0,0,5,5.09,8,8.09,2,2,85,86.7,,4,,,1.64,1.66
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,3085,Mark Twain Elementary,3,113,111,41,36.2,41,36.2,36.9,37,32.7,33,29.19,0,0,21,18.5,20,17.6,2,1.7,72,63.7,,1,,,113,112,58,51.29,58,51.29,51.8,23,20.3,31,27.39,0,0,40,35.29,18,15.9,1,0.8,55,48.6,,1,,,2.17,2.45
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,3085,Mark Twain Elementary,4,94,94,28,29.69,28,29.69,29.8,43,45.7,23,24.39,0,0,13,13.8,15,15.9,0,0,66,70.2,,5,5,,94,94,40,42.5,40,42.5,42.6,22,23.39,32,34,0,0,27,28.69,13,13.8,0,0,54,57.39,,5,5,,1.99,2.33
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,3085,Mark Twain Elementary,5,106,103,32,30.1,32,30.1,31.1,43,40.5,28,26.39,0,0,25,23.5,7,6.59,3,2.79,74,69.79,,3,3,,105,102,16,15.19,16,15.19,15.7,49,46.6,37,35.2,0,0,10,9.5,6,5.7,3,2.79,89,84.7,1,3,3,,1.9,1.68
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,3324,Stevens Middle School,6,331,330,51,15.4,51,15.4,15.5,190,57.39,89,26.8,0,0,44,13.19,7,2.1,1,0.3,280,84.5,,21,5,,328,327,46,14,46,14,14.1,199,60.6,82,25,0,0,32,9.69,14,4.2,1,0.3,282,85.9,,24,5,,1.59,1.56
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,3324,Stevens Middle School,7,324,321,98,30.19,98,30.19,30.5,132,40.7,91,28,0,0,84,25.89,14,4.29,3,0.9,226,69.7,,21,2,,320,318,96,30,96,30,30.2,130,40.6,92,28.69,0,0,66,20.6,30,9.3,2,0.6,224,70,,22,2,,1.92,1.97
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,3324,Stevens Middle School,8,321,314,90,28,90,28,28.7,112,34.79,112,34.79,0,0,87,27.1,3,0.9,7,2.1,231,71.9,2,37,1,,321,316,66,20.5,66,20.5,20.9,162,50.39,88,27.39,0,0,57,17.69,9,2.79,5,1.5,255,79.4,1,37,1,,1.89,1.69
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,3425,Edwin Markham Elementary,3,48,46,32,66.59,32,66.59,69.6,6,12.5,8,16.6,0,0,16,33.29,16,33.29,2,4.09,16,33.29,,5,,,49,47,31,63.2,31,63.2,66,7,14.19,9,18.3,0,0,20,40.79,11,22.39,2,4,18,36.7,,5,,,2.79,2.63
2014-15,Educational Service District 123,11,Franklin,11001,Pasco School District,3425,Edwin Markham Elementary,4,62,61,34,54.79,34,54.79,55.7,13,20.89,14,22.5,0,0,18,29,16,25.8,1,1.6,28,45.1,,1,,,62,61,44,70.9,44,70.9,72.1,5,8,12,19.3,0,0,24,38.7,20,32.2,1,1.6,18,29,,1,,,2.56,2.92
